step,kv_used,kv_total,kv_ratio,ttft_ms,tok_per_sec,shift_events,alpha,n_spilled,n_kv
424,935,1024,0.9131,28.754,34.778,0,0.000,0,1024
425,936,1024,0.9141,31.433,31.814,0,0.000,0,1024
426,937,1024,0.9150,27.353,36.559,0,0.000,0,1024
427,938,1024,0.9160,28.473,35.121,0,0.000,0,1024
428,939,1024,0.9170,27.892,35.853,0,0.000,0,1024
429,940,1024,0.9180,27.188,36.781,0,0.000,0,1024
430,941,1024,0.9189,31.793,31.453,0,0.000,0,1024
431,942,1024,0.9199,29.773,33.587,0,0.000,0,1024
432,943,1024,0.9209,30.396,32.899,0,0.000,0,1024
433,944,1024,0.9219,29.371,34.047,0,0.000,0,1024
434,945,1024,0.9229,27.473,36.399,0,0.000,0,1024
435,946,1024,0.9238,27.321,36.602,0,0.000,0,1024
436,947,1024,0.9248,30.036,33.293,0,0.000,0,1024
437,948,1024,0.9258,27.019,37.011,0,0.000,0,1024
438,949,1024,0.9268,27.726,36.067,0,0.000,0,1024
439,950,1024,0.9277,27.505,36.357,0,0.000,0,1024
440,951,1024,0.9287,33.870,29.525,0,0.000,0,1024
441,952,1024,0.9297,30.308,32.995,0,0.000,0,1024
442,953,1024,0.9307,27.373,36.532,0,0.000,0,1024
443,954,1024,0.9316,27.309,36.618,0,0.000,0,1024
444,955,1024,0.9326,27.071,36.940,0,0.000,0,1024
445,956,1024,0.9336,28.838,34.676,0,0.000,0,1024
446,957,1024,0.9346,27.327,36.594,0,0.000,0,1024
447,958,1024,0.9355,28.260,35.386,0,0.000,0,1024
448,959,1024,0.9365,27.346,36.568,0,0.000,0,1024
449,960,1024,0.9375,27.274,36.665,0,0.000,0,1024
